,Dim1,Dim2,leiden,file_id,file_name,day,well,polymer,mask,medoid_cell,color_code
51,12.809663,-1.2351804,0,file_105,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/B3ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,B3,NorHA8,5,False,1
52,14.48885,1.4514309,13,file_105,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/B3ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,B3,NorHA8,6,False,1
53,14.50585,1.714511,13,file_105,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/B3ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,B3,NorHA8,7,False,1
54,14.753665,2.1346543,13,file_106,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/A2ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,A2,4-arm PEG,2,False,1
55,7.5996313,-2.038675,12,file_106,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/A2ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,A2,4-arm PEG,4,False,3
56,14.866777,3.676998,11,file_106,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/A2ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,A2,4-arm PEG,6,False,2
57,13.372969,0.051065724,16,file_107,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/A1ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,A1,4-arm PEG,1,False,2
58,14.387346,6.120934,24,file_107,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/A1ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,A1,4-arm PEG,2,False,1
59,14.227411,6.6633334,24,file_108,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/A2ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,A2,4-arm PEG,1,False,1
60,14.352558,1.4216201,13,file_108,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/A2ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,A2,4-arm PEG,2,False,1
